tok	lemma	head	modifier	trancription_name	L1	type
Beispiel	Beispiel	Beispiel	NULL	dcs001_2007_10	deu	simplex
Statistiken	Statistik	Statistik	NULL	dcs001_2007_10	deu	simplex
Stadt	Stadt	Stadt	NULL	dcs001_2007_10	deu	simplex
Anteil	Anteil	Anteil	NULL	dcs001_2007_10	deu	simplex
Kriminalität	Kriminalität	Kriminalität	NULL	dcs001_2007_10	deu	simplex
Menschen	Mensch	Mensch	NULL	dcs001_2007_10	deu	simplex
Morde	Mord	Mord	NULL	dcs001_2007_10	deu	simplex
Chaos	Chaos	Chaos	NULL	dcs001_2007_10	deu	simplex
Kriminalität	Kriminalität	Kriminalität	NULL	dcs001_2007_10	deu	simplex
Bezirk	Bezirk	Bezirk	NULL	dcs001_2007_10	deu	simplex
Kosten	Kosten	Kosten	NULL	dcs001_2007_10	deu	simplex
Herrschaft	Herrschaft	Herrschaft	NULL	dcs001_2007_10	deu	simplex
Menschen	Mensch	Mensch	NULL	dcs001_2007_10	deu	simplex
Kriminalität	Kriminalität	Kriminalität	NULL	dcs001_2007_10	deu	simplex
Menschen	Mensch	Mensch	NULL	dcs001_2007_10	deu	simplex
Beispiel	Beispiel	Beispiel	NULL	dcs001_2007_10	deu	simplex
Leute	Leute	Leute	NULL	dcs001_2007_10	deu	simplex
Ängste	Angst	Angst	NULL	dcs001_2007_10	deu	simplex
Straßen	Straße	Straße	NULL	dcs001_2007_10	deu	simplex
Fakten	Faktum	Faktum	NULL	dcs001_2007_10	deu	simplex
Meinung	Meinung	Meinung	NULL	dcs001_2007_10	deu	simplex
Thema	Thema	Thema	NULL	dcs001_2007_10	deu	simplex
Krimialität	Krimialität	Krimialität	NULL	dcs001_2007_10	deu	simplex
Fall	Fall	Fall	NULL	dcs001_2007_10	deu	simplex
Entwicklung	Entwicklung	Entwicklung	NULL	dcs001_2007_10	deu	simplex
Risiko	Risiko	Risiko	NULL	dcs001_2007_10	deu	simplex
Gefängnis	Gefängnis	Gefängnis	NULL	dcs001_2007_10	deu	simplex
Strafen	Strafe	Strafe	NULL	dcs001_2007_10	deu	simplex
Personen	Person	Person	NULL	dcs001_2007_10	deu	simplex
Faktor	Faktor	Faktor	NULL	dcs001_2007_10	deu	simplex
Welt	Welt	Welt	NULL	dcs001_2007_10	deu	simplex
Stückchen	Stückchen	Stückchen	NULL	dcs001_2007_10	deu	simplex
Stundenanzahl	Stundenanzahl	Anzahl	Stunden	dcs002_2007_10	deu	compound
Arbeitsbedingungen	Arbeitsbedingung	Bedingung	Arbeits	dcs002_2007_10	deu	compound
Kraftfahrer	Kraftfahrer	Fahrer	Kraft	dcs002_2007_10	deu	compound
Berufsgruppen	Berufsgruppe	Gruppe	Berufs	dcs002_2007_10	deu	compound
Berufsgruppe	Berufsgruppe	Gruppe	Berufs	dcs002_2007_10	deu	compound
Berufsgruppe	Berufsgruppe	Gruppe	Berufs	dcs002_2007_10	deu	compound
Berufsbranchen	Berufsbranche	Branche	Berufs	dcs002_2007_10	deu	compound
Vorraussetzungen	Vorraussetzung	Setzung	Vorraus	dcs002_2007_10	deu	compound
Grundwissen	Grundwissen	Wissen	Grund	dcs002_2007_10	deu	compound
Meinung	Meinung	Meinung	NULL	dcs002_2007_10	deu	simplex
Berufe	Beruf	Beruf	NULL	dcs002_2007_10	deu	simplex
Beispiel	Beispiel	Beispiel	NULL	dcs002_2007_10	deu	simplex
Tag	Tag	Tag	NULL	dcs002_2007_10	deu	simplex
Frage	Frage	Frage	NULL	dcs002_2007_10	deu	simplex
Kriterien	Kriterium	Kriterium	NULL	dcs002_2007_10	deu	simplex
Person	Person	Person	NULL	dcs002_2007_10	deu	simplex
Person	Person	Person	NULL	dcs002_2007_10	deu	simplex
Arbeit	Arbeit	Arbeit	NULL	dcs002_2007_10	deu	simplex
Persone	Persone	Persone	NULL	dcs002_2007_10	deu	simplex
Belastungen	Belastung	Belastung	NULL	dcs002_2007_10	deu	simplex
Grunde	Grund	Grund	NULL	dcs002_2007_10	deu	simplex
Thema	Thema	Thema	NULL	dcs002_2007_10	deu	simplex
Beitrag	Beitrag	Beitrag	NULL	dcs002_2007_10	deu	simplex
Gesellschaft	Gesellschaft	Gesellschaft	NULL	dcs002_2007_10	deu	simplex
Arbeit	Arbeit	Arbeit	NULL	dcs002_2007_10	deu	simplex
Beruf	Beruf	Beruf	NULL	dcs002_2007_10	deu	simplex
Gehalt	Gehalt	Gehalt	NULL	dcs002_2007_10	deu	simplex
Beitrag	Beitrag	Beitrag	NULL	dcs002_2007_10	deu	simplex
Gesellschaft	Gesellschaft	Gesellschaft	NULL	dcs002_2007_10	deu	simplex
Rolle	Rolle	Rolle	NULL	dcs002_2007_10	deu	simplex
Berufe	Beruf	Beruf	NULL	dcs002_2007_10	deu	simplex
Gehalt	Gehalt	Gehalt	NULL	dcs002_2007_10	deu	simplex
Hand	Hand	Hand	NULL	dcs002_2007_10	deu	simplex
Einnahmen	Einnahme	Einnahme	NULL	dcs002_2007_10	deu	simplex
Monat	Monat	Monat	NULL	dcs002_2007_10	deu	simplex
Konzern/	Konzern	Konzern	NULL	dcs002_2007_10	deu	simplex
Firma	Firma	Firma	NULL	dcs002_2007_10	deu	simplex
Beispiel	Beispiel	Beispiel	NULL	dcs002_2007_10	deu	simplex
Beruf	Beruf	Beruf	NULL	dcs002_2007_10	deu	simplex
Beitrag	Beitrag	Beitrag	NULL	dcs002_2007_10	deu	simplex
Gesellschaft	Gesellschaft	Gesellschaft	NULL	dcs002_2007_10	deu	simplex
Rolle	Rolle	Rolle	NULL	dcs002_2007_10	deu	simplex
These	These	These	NULL	dcs002_2007_10	deu	simplex
Arbeit	Arbeit	Arbeit	NULL	dcs002_2007_10	deu	simplex
Beispiel	Beispiel	Beispiel	NULL	dcs002_2007_10	deu	simplex
Stoffe	Stoff	Stoff	NULL	dcs002_2007_10	deu	simplex
Nahrungsmittel	Nahrungsmittel	Nahrungsmittel	NULL	dcs002_2007_10	deu	simplex
Benzin	Benzin	Benzin	NULL	dcs002_2007_10	deu	simplex
Beitrag	Beitrag	Beitrag	NULL	dcs002_2007_10	deu	simplex
Gesellschaft	Gesellschaft	Gesellschaft	NULL	dcs002_2007_10	deu	simplex
Gesellschaft	Gesellschaft	Gesellschaft	NULL	dcs002_2007_10	deu	simplex
Gesellschaft	Gesellschaft	Gesellschaft	NULL	dcs002_2007_10	deu	simplex
Stelle	Stelle	Stelle	NULL	dcs002_2007_10	deu	simplex
Lohn	Lohn	Lohn	NULL	dcs002_2007_10	deu	simplex
Gesellschaft	Gesellschaft	Gesellschaft	NULL	dcs002_2007_10	deu	simplex
Lohn	Lohn	Lohn	NULL	dcs002_2007_10	deu	simplex
Meinung	Meinung	Meinung	NULL	dcs002_2007_10	deu	simplex
Rückschritt	Rückschritt	Rückschritt	NULL	dcs002_2007_10	deu	simplex
Zeit	Zeit	Zeit	NULL	dcs002_2007_10	deu	simplex
Leben	Leben	Leben	NULL	dcs002_2007_10	deu	simplex
Tage	Tag	Tag	NULL	dcs002_2007_10	deu	simplex
Rolle	Rolle	Rolle	NULL	dcs002_2007_10	deu	simplex
Nöten	Not	Not	NULL	dcs002_2007_10	deu	simplex
Beispiel	Beispiel	Beispiel	NULL	dcs002_2007_10	deu	simplex
Personen	Person	Person	NULL	dcs002_2007_10	deu	simplex
Beruf	Beruf	Beruf	NULL	dcs002_2007_10	deu	simplex
Person	Person	Person	NULL	dcs002_2007_10	deu	simplex
Gesellschaft	Gesellschaft	Gesellschaft	NULL	dcs002_2007_10	deu	simplex
Beruf	Beruf	Beruf	NULL	dcs002_2007_10	deu	simplex
Beispiel	Beispiel	Beispiel	NULL	dcs002_2007_10	deu	simplex
Universitäten	Universität	Universität	NULL	dcs002_2007_10	deu	simplex
Person	Person	Person	NULL	dcs002_2007_10	deu	simplex
Gegenteil	Gegenteil	Gegenteil	NULL	dcs002_2007_10	deu	simplex
Person	Person	Person	NULL	dcs002_2007_10	deu	simplex
Gesellschaft	Gesellschaft	Gesellschaft	NULL	dcs002_2007_10	deu	simplex
Voraussetzungen	Voraussetzung	Voraussetzung	NULL	dcs002_2007_10	deu	simplex
Beruf	Beruf	Beruf	NULL	dcs002_2007_10	deu	simplex
Hand	Hand	Hand	NULL	dcs002_2007_10	deu	simplex
Person	Person	Person	NULL	dcs002_2007_10	deu	simplex
Firma	Firma	Firma	NULL	dcs002_2007_10	deu	simplex
Person	Person	Person	NULL	dcs002_2007_10	deu	simplex
Beruf	Beruf	Beruf	NULL	dcs002_2007_10	deu	simplex
Beispiele	Beispiel	Beispiel	NULL	dcs002_2007_10	deu	simplex
Entlohnung	Entlohnung	Entlohnung	NULL	dcs002_2007_10	deu	simplex
Beitrag	Beitrag	Beitrag	NULL	dcs002_2007_10	deu	simplex
Gesellschaft	Gesellschaft	Gesellschaft	NULL	dcs002_2007_10	deu	simplex
Beispiel	Beispiel	Beispiel	NULL	dcs002_2007_10	deu	simplex
Person	Person	Person	NULL	dcs002_2007_10	deu	simplex
Sport	Sport	Sport	NULL	dcs002_2007_10	deu	simplex
Gehalt	Gehalt	Gehalt	NULL	dcs002_2007_10	deu	simplex
Person	Person	Person	NULL	dcs002_2007_10	deu	simplex
Job	Job	Job	NULL	dcs002_2007_10	deu	simplex
Gesellschaft	Gesellschaft	Gesellschaft	NULL	dcs002_2007_10	deu	simplex
Strich	Strich	Strich	NULL	dcs002_2007_10	deu	simplex
Personen	Person	Person	NULL	dcs002_2007_10	deu	simplex
Gesellschaft	Gesellschaft	Gesellschaft	NULL	dcs002_2007_10	deu	simplex
Zeit	Zeit	Zeit	NULL	dcs002_2007_10	deu	simplex
Richtlinien	Richtlinie	Richtlinie	NULL	dcs002_2007_10	deu	simplex
Gehalt	Gehalt	Gehalt	NULL	dcs002_2007_10	deu	simplex
Qualifikationen	Qualifikation	Qualifikation	NULL	dcs002_2007_10	deu	simplex
Mensch	Mensch	Mensch	NULL	dcs002_2007_10	deu	simplex
Hand	Hand	Hand	NULL	dcs002_2007_10	deu	simplex
Tätigkeit	Tätigkeit	Tätigkeit	NULL	dcs002_2007_10	deu	simplex
Gesellschaft	Gesellschaft	Gesellschaft	NULL	dcs002_2007_10	deu	simplex
Kriminalitätsrate	Kriminalitätsrate	Rate	Kriminalitäts	dcs003_2007_10	deu	compound
Straftat	Straftat	Tat	Straf	dcs003_2007_10	deu	compound
Gefängnisstrafen	Gefängnisstrafe	Strafe	Gefängnis	dcs003_2007_10	deu	compound
Gefängnisstrafen	Gefängnisstrafe	Strafe	Gefängnis	dcs003_2007_10	deu	compound
Gruppenzwang	Gruppenzwang	Zwang	Gruppen	dcs003_2007_10	deu	compound
Personalakte	Personalakte	Akte	Personal	dcs003_2007_10	deu	compound
Geldstrafe	Geldstrafe	Strafe	Geld	dcs003_2007_10	deu	compound
Gefängnisstrafe	Gefängnisstrafe	Strafe	Gefängnis	dcs003_2007_10	deu	compound
Ladendiebstählen	Ladendiebstahl	Diebstahl	Laden	dcs003_2007_10	deu	compound
Hausverbot	Hausverbot	Verbot	Haus	dcs003_2007_10	deu	compound
Straftat	Straftat	Tat	Straf	dcs003_2007_10	deu	compound
Straftat	Straftat	Tat	Straf	dcs003_2007_10	deu	compound
Hinterkopf	Hinterkopf	Kopf	Hinter	dcs003_2007_10	deu	compound
Kriminalitätsrate	Kriminalitätsrate	Rate	Kriminalitäts	dcs003_2007_10	deu	compound
Städten	Stadt	Stadt	NULL	dcs003_2007_10	deu	simplex
Welt	Welt	Welt	NULL	dcs003_2007_10	deu	simplex
Jahren	Jahr	Jahr	NULL	dcs003_2007_10	deu	simplex
Problem	Problem	Problem	NULL	dcs003_2007_10	deu	simplex
Frage	Frage	Frage	NULL	dcs003_2007_10	deu	simplex
Kriminalität	Kriminalität	Kriminalität	NULL	dcs003_2007_10	deu	simplex
Jahren	Jahr	Jahr	NULL	dcs003_2007_10	deu	simplex
Jugendliche	Jugendliche	Jugendliche	NULL	dcs003_2007_10	deu	simplex
Konsequenzen	Konsequenz	Konsequenz	NULL	dcs003_2007_10	deu	simplex
Kriminalität	Kriminalität	Kriminalität	NULL	dcs003_2007_10	deu	simplex
Fällen	Fällen	Fällen	NULL	dcs003_2007_10	deu	simplex
Täter	Täter	Täter	NULL	dcs003_2007_10	deu	simplex
Fall	Fall	Fall	NULL	dcs003_2007_10	deu	simplex
Jugend	Jugend	Jugend	NULL	dcs003_2007_10	deu	simplex
Geld	Geld	Geld	NULL	dcs003_2007_10	deu	simplex
Neuste	Neuste	Neuste	NULL	dcs003_2007_10	deu	simplex
Markt	Markt	Markt	NULL	dcs003_2007_10	deu	simplex
Kriminalität	Kriminalität	Kriminalität	NULL	dcs003_2007_10	deu	simplex
Jugendliche	Jugendliche	Jugendliche	NULL	dcs003_2007_10	deu	simplex
Gang	Gang	Gang	NULL	dcs003_2007_10	deu	simplex
Geld	Geld	Geld	NULL	dcs003_2007_10	deu	simplex
Erziehung	Erziehung	Erziehung	NULL	dcs003_2007_10	deu	simplex
Kriminalität	Kriminalität	Kriminalität	NULL	dcs003_2007_10	deu	simplex
Gegenteil	Gegenteil	Gegenteil	NULL	dcs003_2007_10	deu	simplex
Strafe	Strafe	Strafe	NULL	dcs003_2007_10	deu	simplex
Anzeige	Anzeige	Anzeige	NULL	dcs003_2007_10	deu	simplex
Tat	Tat	Tat	NULL	dcs003_2007_10	deu	simplex
Bewerbungen	Bewerbung	Bewerbung	NULL	dcs003_2007_10	deu	simplex
Schwere	Schwere	Schwere	NULL	dcs003_2007_10	deu	simplex
Deliktes	Delikt	Delikt	NULL	dcs003_2007_10	deu	simplex
Aspekte	Aspekt	Aspekt	NULL	dcs003_2007_10	deu	simplex
Chance	Chance	Chance	NULL	dcs003_2007_10	deu	simplex
Kreisen	Kreisen	Kreisen	NULL	dcs003_2007_10	deu	simplex
Jugendlichen	Jugendliche	Jugendliche	NULL	dcs003_2007_10	deu	simplex
Kriminalität	Kriminalität	Kriminalität	NULL	dcs003_2007_10	deu	simplex
Hobby	Hobby	Hobby	NULL	dcs003_2007_10	deu	simplex
Kriminalität	Kriminalität	Kriminalität	NULL	dcs003_2007_10	deu	simplex
Kaufhäusern	Kaufhaus	Kaufhaus	NULL	dcs003_2007_10	deu	simplex
Kaufhäusern	Kaufhaus	Kaufhaus	NULL	dcs003_2007_10	deu	simplex
Kameras	Kamera	Kamera	NULL	dcs003_2007_10	deu	simplex
Strafen	Strafe	Strafe	NULL	dcs003_2007_10	deu	simplex
Tat	Tat	Tat	NULL	dcs003_2007_10	deu	simplex
Leben	Leben	Leben	NULL	dcs003_2007_10	deu	simplex
Leben	Leben	Leben	NULL	dcs003_2007_10	deu	simplex
Grunde	Grund	Grund	NULL	dcs003_2007_10	deu	simplex
Chancen	Chance	Chance	NULL	dcs003_2007_10	deu	simplex
Arbeitsplatz	Arbeitsplatz	Arbeitsplatz	NULL	dcs003_2007_10	deu	simplex
These	These	These	NULL	dcs003_2007_10	deu	simplex
Kriminalität	Kriminalität	Kriminalität	NULL	dcs003_2007_10	deu	simplex
Jugendzentren	Jugendzentrum	Zentrum	Jugend	dcs004_2007_10	deu	compound
Jugendkultur	Jugendkultur	Kultur	Jugend	dcs004_2007_10	deu	compound
Straßenkultur	Straßenkultur	Kultur	Straßen	dcs004_2007_10	deu	compound
Selbstbewusst	Selbstbewusst	Selbstbewusst	NULL	dcs004_2007_10	deu	compound
großteil	Großteil	Teil	Groß	dcs004_2007_10	deu	compound
Lohn	Lohn	Lohn	NULL	dcs004_2007_10	deu	simplex
Mensch	Mensch	Mensch	NULL	dcs004_2007_10	deu	simplex
Arbeitern	Arbeiter	Arbeiter	NULL	dcs004_2007_10	deu	simplex
Menschen	Mensch	Mensch	NULL	dcs004_2007_10	deu	simplex
Menschen	Mensch	Mensch	NULL	dcs004_2007_10	deu	simplex
Spaß	Spaß	Spaß	NULL	dcs004_2007_10	deu	simplex
Konzerte	Konzert	Konzert	NULL	dcs004_2007_10	deu	simplex
Leute	Leute	Leute	NULL	dcs004_2007_10	deu	simplex
Untergang	Untergang	Untergang	NULL	dcs004_2007_10	deu	simplex
Werte	Wert	Wert	NULL	dcs004_2007_10	deu	simplex
Individualität	Individualität	Individualität	NULL	dcs004_2007_10	deu	simplex
Cent	Cent	Cent	NULL	dcs004_2007_10	deu	simplex
Mangager	Mangager	Mangager	NULL	dcs004_2007_10	deu	simplex
Konzerne	Konzern	Konzern	NULL	dcs004_2007_10	deu	simplex
Egoismus	Egoismus	Egoismus	NULL	dcs004_2007_10	deu	simplex
Länder	Land	Land	NULL	dcs004_2007_10	deu	simplex
Welt	Welt	Welt	NULL	dcs004_2007_10	deu	simplex
Kapital	Kapital	Kapital	NULL	dcs004_2007_10	deu	simplex
Leuten	Leute	Leute	NULL	dcs004_2007_10	deu	simplex
Freizeit	Freizeit	Freizeit	NULL	dcs004_2007_10	deu	simplex
Lächeln	Lächeln	Lächeln	NULL	dcs004_2007_10	deu	simplex
Kindes	Kind	Kind	NULL	dcs004_2007_10	deu	simplex
Park	Park	Park	NULL	dcs004_2007_10	deu	simplex
Danke	Dank	Dank	NULL	dcs004_2007_10	deu	simplex
Herren	Herr	Herr	NULL	dcs004_2007_10	deu	simplex
Stunden	Stunden	Stunden	NULL	dcs004_2007_10	deu	simplex
Schach	Schach	Schach	NULL	dcs004_2007_10	deu	simplex
Entlohnung	Entlohnung	Entlohnung	NULL	dcs004_2007_10	deu	simplex
Person	Person	Person	NULL	dcs004_2007_10	deu	simplex
Kriterien	Kriterium	Kriterium	NULL	dcs004_2007_10	deu	simplex
Meinung	Meinung	Meinung	NULL	dcs004_2007_10	deu	simplex
Menschen	Mensch	Mensch	NULL	dcs004_2007_10	deu	simplex
Einkommen	Einkommen	Einkommen	NULL	dcs004_2007_10	deu	simplex
Staatsreisen	Staatsreise	Reise	Staats	dcs005_2007_10	deu	compound
Sonderbegünstigungen	Sonderbegünstigung	Begünstigung	Sonder	dcs005_2007_10	deu	compound
Berufszweigen	Berufszweigen	Zweig	Berufs	dcs005_2007_10	deu	compound
Stundenlohn	Stundenlohn	Lohn	Stunden	dcs005_2007_10	deu	compound
Berufsgruppe	Berufsgruppe	Gruppe	Berufs	dcs005_2007_10	deu	compound
Müllmann	Müllmann	Mann	Müll	dcs005_2007_10	deu	compound
Müllfrau	Müllfrau	Frau	Müll	dcs005_2007_10	deu	compound
Bankfrau	Bankfrau	Frau	Bank	dcs005_2007_10	deu	compound
Berufsbereiche	Berufsbereich	Bereich	Berufs	dcs005_2007_10	deu	compound
Berufsbereichen	Berufsbereich	Bereich	Berufs	dcs005_2007_10	deu	compound
Gesellschaft	Gesellschaft	Gesellschaft	NULL	dcs005_2007_10	deu	simplex
Frage	Frage	Frage	NULL	dcs005_2007_10	deu	simplex
Mensch	Mensch	Mensch	NULL	dcs005_2007_10	deu	simplex
Geld	Geld	Geld	NULL	dcs005_2007_10	deu	simplex
Gesellschaft	Gesellschaft	Gesellschaft	NULL	dcs005_2007_10	deu	simplex
Grund	Grund	Grund	NULL	dcs005_2007_10	deu	simplex
Text	Text	Text	NULL	dcs005_2007_10	deu	simplex
Behauptung	Behauptung	Behauptung	NULL	dcs005_2007_10	deu	simplex
Gesellschaft	Gesellschaft	Gesellschaft	NULL	dcs005_2007_10	deu	simplex
Frage	Frage	Frage	NULL	dcs005_2007_10	deu	simplex
Thema	Thema	Thema	NULL	dcs005_2007_10	deu	simplex
Menschen	Mensch	Mensch	NULL	dcs005_2007_10	deu	simplex
Gesellschaft	Gesellschaft	Gesellschaft	NULL	dcs005_2007_10	deu	simplex
Meinung	Meinung	Meinung	NULL	dcs005_2007_10	deu	simplex
Ansicht	Ansicht	Ansicht	NULL	dcs005_2007_10	deu	simplex
Gesellschaft	Gesellschaft	Gesellschaft	NULL	dcs005_2007_10	deu	simplex
Belohnung	Belohnung	Belohnung	NULL	dcs005_2007_10	deu	simplex
Gehalt	Gehalt	Gehalt	NULL	dcs005_2007_10	deu	simplex
Politiker	Politiker	Politiker	NULL	dcs005_2007_10	deu	simplex
Menschen	Mensch	Mensch	NULL	dcs005_2007_10	deu	simplex
Gesellschaft	Gesellschaft	Gesellschaft	NULL	dcs005_2007_10	deu	simplex
Politiker	Politiker	Politiker	NULL	dcs005_2007_10	deu	simplex
Kosten	Kosten	Kosten	NULL	dcs005_2007_10	deu	simplex
Bürgers	Bürger	Bürger	NULL	dcs005_2007_10	deu	simplex
Mitglied	Mitglied	Mitglied	NULL	dcs005_2007_10	deu	simplex
Regierung	Regierung	Regierung	NULL	dcs005_2007_10	deu	simplex
Leute	Leute	Leute	NULL	dcs005_2007_10	deu	simplex
Arbeit	Arbeit	Arbeit	NULL	dcs005_2007_10	deu	simplex
Politikers	Politiker	Politiker	NULL	dcs005_2007_10	deu	simplex
Allgemeinen	Allgemeine	Allgemeine	NULL	dcs005_2007_10	deu	simplex
Teil	Teil	Teil	NULL	dcs005_2007_10	deu	simplex
Bevölkerung	Bevölkerung	Bevölkerung	NULL	dcs005_2007_10	deu	simplex
Politiker	Politiker	Politiker	NULL	dcs005_2007_10	deu	simplex
Menschen	Mensch	Mensch	NULL	dcs005_2007_10	deu	simplex
Positionen	Position	Position	NULL	dcs005_2007_10	deu	simplex
Dienst	Dienst	Dienst	NULL	dcs005_2007_10	deu	simplex
Beruf	Beruf	Beruf	NULL	dcs005_2007_10	deu	simplex
Gemeinwohl	Gemeinwohl	Gemeinwohl	NULL	dcs005_2007_10	deu	simplex
Bürger	Bürger	Bürger	NULL	dcs005_2007_10	deu	simplex
Gesellschaft	Gesellschaft	Gesellschaft	NULL	dcs005_2007_10	deu	simplex
Meinung	Meinung	Meinung	NULL	dcs005_2007_10	deu	simplex
Entlohnung	Entlohnung	Entlohnung	NULL	dcs005_2007_10	deu	simplex
Menschens	Menschens	Menschens	NULL	dcs005_2007_10	deu	simplex
Beitrag	Beitrag	Beitrag	NULL	dcs005_2007_10	deu	simplex
